DATE,TIME,DATE.TIME,PLACE,PM2.5,DateTime
12/10/2015,20:15:00,12/10/2015 20:15,B806,56.3,2015-12-10 20:15:00
12/10/2015,20:20:00,12/10/2015 20:20,B806,56.5,2015-12-10 20:20:00
12/10/2015,20:25:00,12/10/2015 20:25,B806,54.2,2015-12-10 20:25:00
12/10/2015,20:30:00,12/10/2015 20:30,B806,55.8,2015-12-10 20:30:00
12/10/2015,20:35:00,12/10/2015 20:35,B806,55,2015-12-10 20:35:00
12/10/2015,20:40:00,12/10/2015 20:40,B806,54.8,2015-12-10 20:40:00
12/10/2015,20:45:00,12/10/2015 20:45,B806,55.5,2015-12-10 20:45:00
12/10/2015,20:50:00,12/10/2015 20:50,B806,57.1,2015-12-10 20:50:00
12/10/2015,20:55:00,12/10/2015 20:55,B806,56,2015-12-10 20:55:00
12/10/2015,21:00:00,12/10/2015 21:00,B806,60.1,2015-12-10 21:00:00
12/10/2015,21:05:00,12/10/2015 21:05,B806,56.1,2015-12-10 21:05:00
12/10/2015,21:10:00,12/10/2015 21:10,B806,57.6,2015-12-10 21:10:00
12/10/2015,21:15:00,12/10/2015 21:15,B806,55.7,2015-12-10 21:15:00
12/10/2015,21:20:00,12/10/2015 21:20,B806,59.2,2015-12-10 21:20:00
12/10/2015,21:25:00,12/10/2015 21:25,B806,55.6,2015-12-10 21:25:00
12/10/2015,21:30:00,12/10/2015 21:30,B806,55.4,2015-12-10 21:30:00
12/10/2015,21:35:00,12/10/2015 21:35,B806,53.7,2015-12-10 21:35:00
12/10/2015,21:40:00,12/10/2015 21:40,B806,55.3,2015-12-10 21:40:00
12/10/2015,21:45:00,12/10/2015 21:45,B806,54,2015-12-10 21:45:00
12/10/2015,21:50:00,12/10/2015 21:50,B806,53.8,2015-12-10 21:50:00
12/10/2015,21:55:00,12/10/2015 21:55,B806,55.4,2015-12-10 21:55:00
12/10/2015,22:00:00,12/10/2015 22:00,B806,54.7,2015-12-10 22:00:00
12/10/2015,22:05:00,12/10/2015 22:05,B806,52.2,2015-12-10 22:05:00
12/10/2015,22:10:00,12/10/2015 22:10,B806,54.3,2015-12-10 22:10:00
12/10/2015,22:15:00,12/10/2015 22:15,B806,51.2,2015-12-10 22:15:00
12/10/2015,22:20:00,12/10/2015 22:20,B806,52.8,2015-12-10 22:20:00
12/10/2015,22:25:00,12/10/2015 22:25,B806,54.8,2015-12-10 22:25:00
12/10/2015,22:30:00,12/10/2015 22:30,B806,52.4,2015-12-10 22:30:00
12/10/2015,22:35:00,12/10/2015 22:35,B806,52.2,2015-12-10 22:35:00
12/10/2015,22:40:00,12/10/2015 22:40,B806,51.1,2015-12-10 22:40:00
12/10/2015,22:45:00,12/10/2015 22:45,B806,49.6,2015-12-10 22:45:00
12/10/2015,22:50:00,12/10/2015 22:50,B806,50,2015-12-10 22:50:00
12/10/2015,22:55:00,12/10/2015 22:55,B806,50.9,2015-12-10 22:55:00
12/10/2015,23:00:00,12/10/2015 23:00,B806,48.7,2015-12-10 23:00:00
12/10/2015,23:05:00,12/10/2015 23:05,B806,47.1,2015-12-10 23:05:00
12/10/2015,23:10:00,12/10/2015 23:10,B806,49.5,2015-12-10 23:10:00
12/10/2015,23:15:00,12/10/2015 23:15,B806,48.4,2015-12-10 23:15:00
12/10/2015,23:20:00,12/10/2015 23:20,B806,49.5,2015-12-10 23:20:00
12/10/2015,23:25:00,12/10/2015 23:25,B806,47.8,2015-12-10 23:25:00
12/10/2015,23:30:00,12/10/2015 23:30,B806,49.3,2015-12-10 23:30:00
12/10/2015,23:35:00,12/10/2015 23:35,B806,50.1,2015-12-10 23:35:00
12/10/2015,23:40:00,12/10/2015 23:40,B806,48.6,2015-12-10 23:40:00
12/10/2015,23:45:00,12/10/2015 23:45,B806,48.2,2015-12-10 23:45:00
12/10/2015,23:50:00,12/10/2015 23:50,B806,46.5,2015-12-10 23:50:00
12/10/2015,23:55:00,12/10/2015 23:55,B806,48.6,2015-12-10 23:55:00
12/11/2015,0:00:00,12/11/2015 0:00,B806,48.8,2015-12-11 00:00:00
12/11/2015,0:05:00,12/11/2015 0:05,B806,49.4,2015-12-11 00:05:00
12/11/2015,0:10:00,12/11/2015 0:10,B806,48.1,2015-12-11 00:10:00
12/11/2015,0:15:00,12/11/2015 0:15,B806,46.7,2015-12-11 00:15:00
12/11/2015,0:20:00,12/11/2015 0:20,B806,47.1,2015-12-11 00:20:00
12/11/2015,0:25:00,12/11/2015 0:25,B806,47,2015-12-11 00:25:00
12/11/2015,0:30:00,12/11/2015 0:30,B806,46.9,2015-12-11 00:30:00
12/11/2015,0:35:00,12/11/2015 0:35,B806,47.2,2015-12-11 00:35:00
12/11/2015,0:40:00,12/11/2015 0:40,B806,46.2,2015-12-11 00:40:00
12/11/2015,0:45:00,12/11/2015 0:45,B806,45.2,2015-12-11 00:45:00
12/11/2015,0:50:00,12/11/2015 0:50,B806,46.4,2015-12-11 00:50:00
12/11/2015,0:55:00,12/11/2015 0:55,B806,48.1,2015-12-11 00:55:00
12/11/2015,1:00:00,12/11/2015 1:00,B806,48.7,2015-12-11 01:00:00
12/11/2015,1:05:00,12/11/2015 1:05,B806,48.6,2015-12-11 01:05:00
12/11/2015,1:10:00,12/11/2015 1:10,B806,46.6,2015-12-11 01:10:00
12/11/2015,1:15:00,12/11/2015 1:15,B806,46,2015-12-11 01:15:00
12/11/2015,1:20:00,12/11/2015 1:20,B806,47.3,2015-12-11 01:20:00
12/11/2015,1:25:00,12/11/2015 1:25,B806,45.7,2015-12-11 01:25:00
12/11/2015,1:30:00,12/11/2015 1:30,B806,48.4,2015-12-11 01:30:00
12/11/2015,1:35:00,12/11/2015 1:35,B806,48.9,2015-12-11 01:35:00
12/11/2015,1:40:00,12/11/2015 1:40,B806,49.5,2015-12-11 01:40:00
12/11/2015,1:45:00,12/11/2015 1:45,B806,46.2,2015-12-11 01:45:00
12/11/2015,1:50:00,12/11/2015 1:50,B806,48,2015-12-11 01:50:00
12/11/2015,1:55:00,12/11/2015 1:55,B806,48.9,2015-12-11 01:55:00
12/11/2015,2:00:00,12/11/2015 2:00,B806,49.2,2015-12-11 02:00:00
12/11/2015,2:05:00,12/11/2015 2:05,B806,48.8,2015-12-11 02:05:00
12/11/2015,2:10:00,12/11/2015 2:10,B806,48.2,2015-12-11 02:10:00
12/11/2015,2:15:00,12/11/2015 2:15,B806,50.2,2015-12-11 02:15:00
12/11/2015,2:20:00,12/11/2015 2:20,B806,49.5,2015-12-11 02:20:00
12/11/2015,2:25:00,12/11/2015 2:25,B806,48.6,2015-12-11 02:25:00
12/11/2015,2:30:00,12/11/2015 2:30,B806,49.1,2015-12-11 02:30:00
12/11/2015,2:35:00,12/11/2015 2:35,B806,46.1,2015-12-11 02:35:00
12/11/2015,2:40:00,12/11/2015 2:40,B806,48.6,2015-12-11 02:40:00
12/11/2015,2:45:00,12/11/2015 2:45,B806,49,2015-12-11 02:45:00
12/11/2015,2:50:00,12/11/2015 2:50,B806,50.2,2015-12-11 02:50:00
12/11/2015,2:55:00,12/11/2015 2:55,B806,50.9,2015-12-11 02:55:00
12/11/2015,3:00:00,12/11/2015 3:00,B806,46.8,2015-12-11 03:00:00
12/11/2015,3:05:00,12/11/2015 3:05,B806,48.9,2015-12-11 03:05:00
12/11/2015,3:10:00,12/11/2015 3:10,B806,49.9,2015-12-11 03:10:00
12/11/2015,3:15:00,12/11/2015 3:15,B806,51.7,2015-12-11 03:15:00
12/11/2015,3:20:00,12/11/2015 3:20,B806,51.1,2015-12-11 03:20:00
12/11/2015,3:25:00,12/11/2015 3:25,B806,51,2015-12-11 03:25:00
12/11/2015,3:30:00,12/11/2015 3:30,B806,48.9,2015-12-11 03:30:00
12/11/2015,3:35:00,12/11/2015 3:35,B806,50.5,2015-12-11 03:35:00
12/11/2015,3:40:00,12/11/2015 3:40,B806,50.5,2015-12-11 03:40:00
12/11/2015,3:45:00,12/11/2015 3:45,B806,50.6,2015-12-11 03:45:00
12/11/2015,3:50:00,12/11/2015 3:50,B806,48.4,2015-12-11 03:50:00
12/11/2015,3:55:00,12/11/2015 3:55,B806,50.7,2015-12-11 03:55:00
12/11/2015,4:00:00,12/11/2015 4:00,B806,49.9,2015-12-11 04:00:00
12/11/2015,4:05:00,12/11/2015 4:05,B806,48.3,2015-12-11 04:05:00
12/11/2015,4:10:00,12/11/2015 4:10,B806,48.7,2015-12-11 04:10:00
12/11/2015,4:15:00,12/11/2015 4:15,B806,48.2,2015-12-11 04:15:00
12/11/2015,4:20:00,12/11/2015 4:20,B806,50.6,2015-12-11 04:20:00
12/11/2015,4:25:00,12/11/2015 4:25,B806,49.5,2015-12-11 04:25:00
12/11/2015,4:30:00,12/11/2015 4:30,B806,49.3,2015-12-11 04:30:00
12/11/2015,4:35:00,12/11/2015 4:35,B806,50.4,2015-12-11 04:35:00
12/11/2015,4:40:00,12/11/2015 4:40,B806,49.4,2015-12-11 04:40:00
12/11/2015,4:45:00,12/11/2015 4:45,B806,48.1,2015-12-11 04:45:00
12/11/2015,4:50:00,12/11/2015 4:50,B806,50.2,2015-12-11 04:50:00
12/11/2015,4:55:00,12/11/2015 4:55,B806,48.3,2015-12-11 04:55:00
12/11/2015,5:00:00,12/11/2015 5:00,B806,46.2,2015-12-11 05:00:00
12/11/2015,5:05:00,12/11/2015 5:05,B806,50.2,2015-12-11 05:05:00
12/11/2015,5:10:00,12/11/2015 5:10,B806,51,2015-12-11 05:10:00
12/11/2015,5:15:00,12/11/2015 5:15,B806,48.4,2015-12-11 05:15:00
12/11/2015,5:20:00,12/11/2015 5:20,B806,51.6,2015-12-11 05:20:00
12/11/2015,5:25:00,12/11/2015 5:25,B806,51.1,2015-12-11 05:25:00
12/11/2015,5:30:00,12/11/2015 5:30,B806,50.9,2015-12-11 05:30:00
12/11/2015,5:35:00,12/11/2015 5:35,B806,49.5,2015-12-11 05:35:00
12/11/2015,5:40:00,12/11/2015 5:40,B806,46.9,2015-12-11 05:40:00
12/11/2015,5:45:00,12/11/2015 5:45,B806,46.7,2015-12-11 05:45:00
12/11/2015,5:50:00,12/11/2015 5:50,B806,49.8,2015-12-11 05:50:00
12/11/2015,5:55:00,12/11/2015 5:55,B806,48.2,2015-12-11 05:55:00
12/11/2015,6:00:00,12/11/2015 6:00,B806,47.1,2015-12-11 06:00:00
12/11/2015,6:05:00,12/11/2015 6:05,B806,46.3,2015-12-11 06:05:00
12/11/2015,6:10:00,12/11/2015 6:10,B806,48.1,2015-12-11 06:10:00
12/11/2015,6:15:00,12/11/2015 6:15,B806,47.3,2015-12-11 06:15:00
12/11/2015,6:20:00,12/11/2015 6:20,B806,49.4,2015-12-11 06:20:00
12/11/2015,6:25:00,12/11/2015 6:25,B806,47.1,2015-12-11 06:25:00
12/11/2015,6:30:00,12/11/2015 6:30,B806,47.2,2015-12-11 06:30:00
12/11/2015,6:35:00,12/11/2015 6:35,B806,48.1,2015-12-11 06:35:00
12/11/2015,6:40:00,12/11/2015 6:40,B806,46.4,2015-12-11 06:40:00
12/11/2015,6:45:00,12/11/2015 6:45,B806,52.4,2015-12-11 06:45:00
12/11/2015,6:50:00,12/11/2015 6:50,B806,54.2,2015-12-11 06:50:00
12/11/2015,6:55:00,12/11/2015 6:55,B806,53.9,2015-12-11 06:55:00
12/11/2015,7:00:00,12/11/2015 7:00,B806,57.9,2015-12-11 07:00:00
12/11/2015,7:05:00,12/11/2015 7:05,B806,54,2015-12-11 07:05:00
12/11/2015,7:10:00,12/11/2015 7:10,B806,57.8,2015-12-11 07:10:00
12/11/2015,7:15:00,12/11/2015 7:15,B806,64,2015-12-11 07:15:00
12/11/2015,7:20:00,12/11/2015 7:20,B806,60.6,2015-12-11 07:20:00
12/11/2015,7:25:00,12/11/2015 7:25,B806,65.3,2015-12-11 07:25:00
12/11/2015,7:30:00,12/11/2015 7:30,B806,64.5,2015-12-11 07:30:00
12/11/2015,7:35:00,12/11/2015 7:35,B806,66.7,2015-12-11 07:35:00
12/11/2015,7:40:00,12/11/2015 7:40,B806,73.6,2015-12-11 07:40:00
12/11/2015,7:45:00,12/11/2015 7:45,B806,81.1,2015-12-11 07:45:00
12/11/2015,7:50:00,12/11/2015 7:50,B806,79,2015-12-11 07:50:00
12/11/2015,7:55:00,12/11/2015 7:55,B806,86.7,2015-12-11 07:55:00
12/11/2015,8:00:00,12/11/2015 8:00,B806,90.2,2015-12-11 08:00:00
12/11/2015,8:05:00,12/11/2015 8:05,B806,86.6,2015-12-11 08:05:00
12/11/2015,8:10:00,12/11/2015 8:10,B806,102.7,2015-12-11 08:10:00
12/11/2015,8:15:00,12/11/2015 8:15,B806,105.6,2015-12-11 08:15:00
12/11/2015,8:20:00,12/11/2015 8:20,B806,110.6,2015-12-11 08:20:00
12/11/2015,8:25:00,12/11/2015 8:25,B806,121,2015-12-11 08:25:00
12/11/2015,8:30:00,12/11/2015 8:30,B806,113.1,2015-12-11 08:30:00
12/11/2015,8:35:00,12/11/2015 8:35,B806,106.7,2015-12-11 08:35:00
12/11/2015,8:40:00,12/11/2015 8:40,B806,103.3,2015-12-11 08:40:00
12/11/2015,8:45:00,12/11/2015 8:45,B806,106.7,2015-12-11 08:45:00
12/11/2015,8:50:00,12/11/2015 8:50,B806,106.4,2015-12-11 08:50:00
12/11/2015,8:55:00,12/11/2015 8:55,B806,106.1,2015-12-11 08:55:00
12/11/2015,9:00:00,12/11/2015 9:00,B806,106.1,2015-12-11 09:00:00
12/11/2015,9:05:00,12/11/2015 9:05,B806,123.5,2015-12-11 09:05:00
12/11/2015,9:10:00,12/11/2015 9:10,B806,140.7,2015-12-11 09:10:00
12/11/2015,9:15:01,12/11/2015 9:15,B806,152.3,2015-12-11 09:15:01
12/11/2015,9:20:00,12/11/2015 9:20,B806,141,2015-12-11 09:20:00
12/11/2015,9:25:00,12/11/2015 9:25,B806,129,2015-12-11 09:25:00
12/11/2015,9:30:00,12/11/2015 9:30,B806,121.7,2015-12-11 09:30:00
12/11/2015,9:35:00,12/11/2015 9:35,B806,121.2,2015-12-11 09:35:00
12/11/2015,9:40:00,12/11/2015 9:40,B806,125.7,2015-12-11 09:40:00
12/11/2015,9:45:00,12/11/2015 9:45,B806,122.3,2015-12-11 09:45:00
12/11/2015,9:50:00,12/11/2015 9:50,B806,120.9,2015-12-11 09:50:00
12/11/2015,9:55:00,12/11/2015 9:55,B806,119,2015-12-11 09:55:00
12/11/2015,10:00:00,12/11/2015 10:00,B806,123,2015-12-11 10:00:00
12/11/2015,10:05:00,12/11/2015 10:05,B806,119.4,2015-12-11 10:05:00
12/11/2015,10:10:00,12/11/2015 10:10,B806,119,2015-12-11 10:10:00
12/11/2015,10:15:00,12/11/2015 10:15,B806,124.2,2015-12-11 10:15:00
12/11/2015,10:20:00,12/11/2015 10:20,B806,130.5,2015-12-11 10:20:00
12/11/2015,10:25:00,12/11/2015 10:25,B806,131.3,2015-12-11 10:25:00
12/11/2015,10:30:00,12/11/2015 10:30,B806,127.4,2015-12-11 10:30:00
12/11/2015,10:35:00,12/11/2015 10:35,B806,129.5,2015-12-11 10:35:00
12/11/2015,10:40:00,12/11/2015 10:40,B806,136.4,2015-12-11 10:40:00
12/11/2015,10:45:00,12/11/2015 10:45,B806,140.2,2015-12-11 10:45:00
12/11/2015,10:50:00,12/11/2015 10:50,B806,138,2015-12-11 10:50:00
12/11/2015,10:55:00,12/11/2015 10:55,B806,140.3,2015-12-11 10:55:00
12/11/2015,11:00:00,12/11/2015 11:00,B806,141.5,2015-12-11 11:00:00
12/11/2015,11:05:00,12/11/2015 11:05,B806,140.5,2015-12-11 11:05:00
12/11/2015,11:10:00,12/11/2015 11:10,B806,130.4,2015-12-11 11:10:00
12/11/2015,11:15:00,12/11/2015 11:15,B806,140.2,2015-12-11 11:15:00
12/11/2015,11:20:00,12/11/2015 11:20,B806,139.7,2015-12-11 11:20:00
12/11/2015,11:25:00,12/11/2015 11:25,B806,142.4,2015-12-11 11:25:00
12/11/2015,11:30:00,12/11/2015 11:30,B806,144.2,2015-12-11 11:30:00
12/11/2015,11:35:00,12/11/2015 11:35,B806,143.5,2015-12-11 11:35:00
12/11/2015,11:40:00,12/11/2015 11:40,B806,144.3,2015-12-11 11:40:00
12/11/2015,11:45:00,12/11/2015 11:45,B806,293.8,2015-12-11 11:45:00
12/11/2015,11:50:00,12/11/2015 11:50,B806,231.5,2015-12-11 11:50:00
12/11/2015,11:55:00,12/11/2015 11:55,B806,239,2015-12-11 11:55:00
12/11/2015,12:00:00,12/11/2015 12:00,B806,206.3,2015-12-11 12:00:00
12/11/2015,12:05:00,12/11/2015 12:05,B806,177.8,2015-12-11 12:05:00
12/11/2015,12:10:00,12/11/2015 12:10,B806,176,2015-12-11 12:10:00
12/11/2015,12:15:00,12/11/2015 12:15,B806,168.4,2015-12-11 12:15:00
12/11/2015,12:20:00,12/11/2015 12:20,B806,152.6,2015-12-11 12:20:00
12/11/2015,12:25:00,12/11/2015 12:25,B806,148.6,2015-12-11 12:25:00
12/11/2015,12:30:00,12/11/2015 12:30,B806,144,2015-12-11 12:30:00
12/11/2015,12:35:00,12/11/2015 12:35,B806,141.6,2015-12-11 12:35:00
12/11/2015,12:40:00,12/11/2015 12:40,B806,141.3,2015-12-11 12:40:00
12/11/2015,12:45:00,12/11/2015 12:45,B806,134.5,2015-12-11 12:45:00
12/11/2015,12:50:00,12/11/2015 12:50,B806,143,2015-12-11 12:50:00
12/11/2015,12:55:00,12/11/2015 12:55,B806,133.8,2015-12-11 12:55:00
12/11/2015,13:00:00,12/11/2015 13:00,B806,146.1,2015-12-11 13:00:00
12/11/2015,13:05:00,12/11/2015 13:05,B806,136.8,2015-12-11 13:05:00
12/11/2015,13:10:00,12/11/2015 13:10,B806,137,2015-12-11 13:10:00
12/11/2015,13:15:00,12/11/2015 13:15,B806,135.2,2015-12-11 13:15:00
12/11/2015,13:20:00,12/11/2015 13:20,B806,138,2015-12-11 13:20:00
12/11/2015,13:25:00,12/11/2015 13:25,B806,127.7,2015-12-11 13:25:00
12/11/2015,13:30:00,12/11/2015 13:30,B806,127.5,2015-12-11 13:30:00
12/11/2015,13:35:00,12/11/2015 13:35,B806,129.4,2015-12-11 13:35:00
12/11/2015,13:40:00,12/11/2015 13:40,B806,126.6,2015-12-11 13:40:00
12/11/2015,13:45:00,12/11/2015 13:45,B806,128.6,2015-12-11 13:45:00
12/11/2015,13:50:00,12/11/2015 13:50,B806,119.6,2015-12-11 13:50:00
12/11/2015,13:55:00,12/11/2015 13:55,B806,118.7,2015-12-11 13:55:00
12/11/2015,14:00:00,12/11/2015 14:00,B806,123.1,2015-12-11 14:00:00
12/11/2015,14:05:00,12/11/2015 14:05,B806,120.5,2015-12-11 14:05:00
12/11/2015,14:10:00,12/11/2015 14:10,B806,123.3,2015-12-11 14:10:00
12/11/2015,14:15:00,12/11/2015 14:15,B806,120,2015-12-11 14:15:00
12/11/2015,14:20:00,12/11/2015 14:20,B806,113.2,2015-12-11 14:20:00
12/11/2015,14:25:00,12/11/2015 14:25,B806,111.3,2015-12-11 14:25:00
12/11/2015,14:30:00,12/11/2015 14:30,B806,115.7,2015-12-11 14:30:00
12/11/2015,14:35:00,12/11/2015 14:35,B806,107.5,2015-12-11 14:35:00
12/11/2015,14:40:00,12/11/2015 14:40,B806,117.1,2015-12-11 14:40:00
12/11/2015,14:45:00,12/11/2015 14:45,B806,123.5,2015-12-11 14:45:00
12/11/2015,14:50:00,12/11/2015 14:50,B806,120.2,2015-12-11 14:50:00
12/11/2015,14:55:00,12/11/2015 14:55,B806,118.9,2015-12-11 14:55:00
12/11/2015,15:00:00,12/11/2015 15:00,B806,116.9,2015-12-11 15:00:00
12/11/2015,15:05:00,12/11/2015 15:05,B806,113.2,2015-12-11 15:05:00
12/11/2015,15:10:00,12/11/2015 15:10,B806,116.8,2015-12-11 15:10:00
12/11/2015,15:15:00,12/11/2015 15:15,B806,116.5,2015-12-11 15:15:00
12/11/2015,15:20:00,12/11/2015 15:20,B806,115.5,2015-12-11 15:20:00
12/11/2015,15:25:00,12/11/2015 15:25,B806,117.5,2015-12-11 15:25:00
12/11/2015,15:30:00,12/11/2015 15:30,B806,111,2015-12-11 15:30:00
12/11/2015,15:35:00,12/11/2015 15:35,B806,109.9,2015-12-11 15:35:00
12/11/2015,15:40:00,12/11/2015 15:40,B806,111.4,2015-12-11 15:40:00
12/11/2015,15:45:00,12/11/2015 15:45,B806,108.6,2015-12-11 15:45:00
12/11/2015,15:50:00,12/11/2015 15:50,B806,110.5,2015-12-11 15:50:00
12/11/2015,15:55:00,12/11/2015 15:55,B806,104.7,2015-12-11 15:55:00
12/11/2015,16:00:00,12/11/2015 16:00,B806,108.9,2015-12-11 16:00:00
12/11/2015,16:05:00,12/11/2015 16:05,B806,109.4,2015-12-11 16:05:00
12/11/2015,16:10:00,12/11/2015 16:10,B806,117.7,2015-12-11 16:10:00
12/11/2015,16:15:00,12/11/2015 16:15,B806,110.8,2015-12-11 16:15:00
12/11/2015,16:20:00,12/11/2015 16:20,B806,110.9,2015-12-11 16:20:00
12/11/2015,16:25:00,12/11/2015 16:25,B806,116.6,2015-12-11 16:25:00
12/11/2015,16:30:00,12/11/2015 16:30,B806,118,2015-12-11 16:30:00
12/11/2015,16:35:00,12/11/2015 16:35,B806,115.6,2015-12-11 16:35:00
12/11/2015,16:40:00,12/11/2015 16:40,B806,111.3,2015-12-11 16:40:00
12/11/2015,16:45:00,12/11/2015 16:45,B806,112.6,2015-12-11 16:45:00
12/11/2015,16:50:00,12/11/2015 16:50,B806,117.3,2015-12-11 16:50:00
12/11/2015,16:55:00,12/11/2015 16:55,B806,113.7,2015-12-11 16:55:00
12/11/2015,17:00:00,12/11/2015 17:00,B806,118.7,2015-12-11 17:00:00
12/11/2015,17:05:00,12/11/2015 17:05,B806,116.4,2015-12-11 17:05:00
12/11/2015,17:10:00,12/11/2015 17:10,B806,109,2015-12-11 17:10:00
12/11/2015,17:15:00,12/11/2015 17:15,B806,112.7,2015-12-11 17:15:00
12/11/2015,17:20:00,12/11/2015 17:20,B806,119.5,2015-12-11 17:20:00
12/11/2015,17:25:00,12/11/2015 17:25,B806,117.9,2015-12-11 17:25:00
12/11/2015,17:30:00,12/11/2015 17:30,B806,120.1,2015-12-11 17:30:00
12/11/2015,17:35:00,12/11/2015 17:35,B806,116.7,2015-12-11 17:35:00
12/11/2015,17:40:00,12/11/2015 17:40,B806,113.9,2015-12-11 17:40:00
12/11/2015,17:45:00,12/11/2015 17:45,B806,115.4,2015-12-11 17:45:00
12/11/2015,17:50:00,12/11/2015 17:50,B806,112.5,2015-12-11 17:50:00
12/11/2015,17:55:00,12/11/2015 17:55,B806,112.2,2015-12-11 17:55:00
12/11/2015,18:00:00,12/11/2015 18:00,B806,112.4,2015-12-11 18:00:00
12/11/2015,18:05:00,12/11/2015 18:05,B806,109.8,2015-12-11 18:05:00
12/11/2015,18:10:00,12/11/2015 18:10,B806,111.9,2015-12-11 18:10:00
12/11/2015,18:15:00,12/11/2015 18:15,B806,114.1,2015-12-11 18:15:00
12/11/2015,18:20:00,12/11/2015 18:20,B806,117.3,2015-12-11 18:20:00
12/11/2015,18:25:00,12/11/2015 18:25,B806,112,2015-12-11 18:25:00
12/11/2015,18:30:00,12/11/2015 18:30,B806,109.5,2015-12-11 18:30:00
12/11/2015,18:35:00,12/11/2015 18:35,B806,107.4,2015-12-11 18:35:00
12/11/2015,18:40:00,12/11/2015 18:40,B806,113.4,2015-12-11 18:40:00
12/11/2015,18:45:00,12/11/2015 18:45,B806,108.5,2015-12-11 18:45:00
12/11/2015,18:50:00,12/11/2015 18:50,B806,102.4,2015-12-11 18:50:00
12/11/2015,18:55:00,12/11/2015 18:55,B806,99.9,2015-12-11 18:55:00
12/11/2015,19:00:00,12/11/2015 19:00,B806,95.2,2015-12-11 19:00:00
12/11/2015,19:05:00,12/11/2015 19:05,B806,86,2015-12-11 19:05:00
12/11/2015,19:10:00,12/11/2015 19:10,B806,78.6,2015-12-11 19:10:00
12/11/2015,19:15:00,12/11/2015 19:15,B806,74.2,2015-12-11 19:15:00
12/11/2015,19:20:00,12/11/2015 19:20,B806,69.2,2015-12-11 19:20:00
12/11/2015,19:25:00,12/11/2015 19:25,B806,69.6,2015-12-11 19:25:00
12/11/2015,19:30:00,12/11/2015 19:30,B806,67.8,2015-12-11 19:30:00
12/11/2015,19:35:00,12/11/2015 19:35,B806,64.9,2015-12-11 19:35:00
12/11/2015,19:40:00,12/11/2015 19:40,B806,67.5,2015-12-11 19:40:00
12/11/2015,19:45:00,12/11/2015 19:45,B806,57.8,2015-12-11 19:45:00
12/11/2015,19:50:00,12/11/2015 19:50,B806,56.1,2015-12-11 19:50:00
12/11/2015,19:55:00,12/11/2015 19:55,B806,56.2,2015-12-11 19:55:00
12/11/2015,20:00:00,12/11/2015 20:00,B806,54.2,2015-12-11 20:00:00
12/11/2015,20:05:00,12/11/2015 20:05,B806,52.1,2015-12-11 20:05:00
12/11/2015,20:10:00,12/11/2015 20:10,B806,48.8,2015-12-11 20:10:00
12/11/2015,20:15:00,12/11/2015 20:15,B806,48.4,2015-12-11 20:15:00
12/11/2015,20:20:00,12/11/2015 20:20,B806,48.1,2015-12-11 20:20:00
12/11/2015,20:25:00,12/11/2015 20:25,B806,46.7,2015-12-11 20:25:00
12/11/2015,20:30:00,12/11/2015 20:30,B806,47.3,2015-12-11 20:30:00
12/11/2015,20:35:00,12/11/2015 20:35,B806,44.2,2015-12-11 20:35:00
12/11/2015,20:40:00,12/11/2015 20:40,B806,40.9,2015-12-11 20:40:00
12/11/2015,20:45:00,12/11/2015 20:45,B806,42.9,2015-12-11 20:45:00
12/11/2015,20:50:00,12/11/2015 20:50,B806,42.8,2015-12-11 20:50:00
12/11/2015,20:55:00,12/11/2015 20:55,B806,40.8,2015-12-11 20:55:00
12/11/2015,21:00:00,12/11/2015 21:00,B806,41.2,2015-12-11 21:00:00
12/11/2015,21:05:00,12/11/2015 21:05,B806,40,2015-12-11 21:05:00
12/11/2015,21:10:00,12/11/2015 21:10,B806,41.2,2015-12-11 21:10:00
12/11/2015,21:15:00,12/11/2015 21:15,B806,38.8,2015-12-11 21:15:00
12/11/2015,21:20:00,12/11/2015 21:20,B806,37.1,2015-12-11 21:20:00
12/11/2015,21:25:00,12/11/2015 21:25,B806,39.6,2015-12-11 21:25:00
12/11/2015,21:30:00,12/11/2015 21:30,B806,36,2015-12-11 21:30:00
12/11/2015,21:35:00,12/11/2015 21:35,B806,33.3,2015-12-11 21:35:00
12/11/2015,21:40:00,12/11/2015 21:40,B806,32.4,2015-12-11 21:40:00
12/11/2015,21:45:00,12/11/2015 21:45,B806,34,2015-12-11 21:45:00
12/11/2015,21:50:00,12/11/2015 21:50,B806,33.3,2015-12-11 21:50:00
12/11/2015,21:55:00,12/11/2015 21:55,B806,34.4,2015-12-11 21:55:00
12/11/2015,22:00:00,12/11/2015 22:00,B806,32.1,2015-12-11 22:00:00
12/11/2015,22:05:00,12/11/2015 22:05,B806,32.9,2015-12-11 22:05:00
12/11/2015,22:10:00,12/11/2015 22:10,B806,28.7,2015-12-11 22:10:00
12/11/2015,22:15:00,12/11/2015 22:15,B806,29.5,2015-12-11 22:15:00
12/11/2015,22:20:00,12/11/2015 22:20,B806,29.9,2015-12-11 22:20:00
12/11/2015,22:25:00,12/11/2015 22:25,B806,33.2,2015-12-11 22:25:00
12/11/2015,22:30:00,12/11/2015 22:30,B806,31.6,2015-12-11 22:30:00
12/11/2015,22:35:00,12/11/2015 22:35,B806,31.6,2015-12-11 22:35:00
12/11/2015,22:40:00,12/11/2015 22:40,B806,30.6,2015-12-11 22:40:00
12/11/2015,22:45:00,12/11/2015 22:45,B806,31.8,2015-12-11 22:45:00
